"fielder_name","player_id","team_name","primary_position","primary_position_name","total_throws","total_throws_1b","total_throws_2b","total_throws_3b","total_throws_ss","total_throws_lf","total_throws_cf","total_throws_rf","total_throws_inf","total_throws_of","max_arm_strength","arm_1b","arm_2b","arm_3b","arm_ss","arm_lf","arm_cf","arm_rf","arm_inf","arm_of","arm_overall"
"Peralta, David","444482","NA","7","Left Fielder","270","0","0","0","0","259","0","11","0","270","88.7",,,,,"82.8",,,,"82.9","82.9"
"Pham, Tommy","502054","NA","7","Left Fielder","221","0","0","0","0","177","19","25","0","221","92.9",,,,,"87",,,,"87.5","87.5"
"Grichuk, Randal","545341","NA","7","Left Fielder","382","0","0","0","0","231","79","72","0","382","91.1",,,,,"87.2","86.4","88.1",,"87.3","87.3"
"Haniger, Mitch","571745","NA","7","Left Fielder","150","0","0","0","0","119","0","31","0","150","93.5",,,,,"86.3",,,,"86.7","86.7"
"Pollock, AJ","572041","NA","7","Left Fielder","65","0","0","0","0","60","2","3","0","65","93.9",,,,,"89.7",,,,"89.1","89.1"
"Dickerson, Corey","572816","NA","7","Left Fielder","122","0","0","0","0","118","0","4","0","122","81.1",,,,,"77.6",,,,"77.4","77.4"
"Canha, Mark","592192","NA","7","Left Fielder","278","64","0","1","0","177","0","36","1","213","89.4",,,,,"84.3",,,,"83.8","83.8"
"Rosario, Eddie","592696","NA","7","Left Fielder","312","0","0","0","0","312","0","0","0","312","95",,,,,"85.1",,,,"85.1","85.1"
"Yelich, Christian","592885","NA","7","Left Fielder","331","0","0","0","0","331","0","0","0","331","95.3",,,,,"84",,,,"84","84"
"Merrifield, Whit","593160","NA","7","Left Fielder","496","0","293","0","0","188","0","15","293","203","91.5",,"77.3",,,"85.2",,,"77.3","85.5","85.5"
"Profar, Jurickson","595777","NA","7","Left Fielder","298","10","0","0","0","278","0","10","0","288","88.2",,,,,"84.4",,,,"84.7","84.7"
"Cave, Jake","595909","NA","7","Left Fielder","178","60","0","0","0","81","5","32","0","118","91.3",,,,,"86.5",,,,"86.6","86.6"
"Pillar, Kevin","607680","NA","7","Left Fielder","135","0","0","0","0","105","7","23","0","135","93.2",,,,,"88.1",,,,"88.3","88.3"
"Gallo, Joey","608336","NA","7","Left Fielder","315","184","0","0","0","106","12","13","0","131","96.2","73.2",,,,"90.6",,,,"89.8","89.8"
"Jankowski, Travis","608671","NA","7","Left Fielder","208","0","0","0","0","160","30","18","0","208","94.5",,,,,"86.7",,,,"86.4","86.4"
"Refsnyder, Rob","608701","NA","7","Left Fielder","146","0","0","0","0","109","29","8","0","146","94",,,,,"90",,,,"89.9","89.9"
"Taylor, Chris","621035","NA","7","Left Fielder","356","0","5","66","157","124","4","0","228","128","91.7",,,,"80.9","86.7",,,"81.4","87.1","87.1"
"Ward, Taylor","621493","NA","7","Left Fielder","276","1","0","0","0","275","0","0","0","275","89",,,,,"84.8",,,,"84.8","84.8"
"Locastro, Tim","641796","NA","7","Left Fielder","53","0","0","0","0","47","6","0","0","53","85.6",,,,,,,,,"79.5","79.5"
"McKinney, Billy","641856","NA","7","Left Fielder","114","1","0","0","0","76","20","17","0","113","92.1",,,,,"82.6",,,,"84.8","84.8"
"O'Neill, Tyler","641933","NA","7","Left Fielder","209","0","0","0","0","177","32","0","0","209","95.5",,,,,"91.8",,,,"91.3","91.3"
"Benintendi, Andrew","643217","NA","7","Left Fielder","430","0","0","0","0","430","0","0","0","430","89.6",,,,,"83.5",,,,"83.5","83.5"
"Kemp, Tony","643393","NA","7","Left Fielder","421","0","226","0","0","195","0","0","226","195","91.4",,"74.2",,,"82.7",,,"74.2","82.7","82.7"
"Castro, Willi","650489","NA","7","Left Fielder","288","0","19","64","13","92","90","10","96","192","93.1",,,,,"88.2","89.1",,"88.8","88.6","88.8"
"De La Cruz, Bryan","650559","NA","7","Left Fielder","415","0","0","0","0","374","13","28","0","415","94.7",,,,,"87.4",,,,"87.4","87.4"
"Fairchild, Stuart","656413","NA","7","Left Fielder","225","0","0","0","0","101","60","64","0","225","91.1",,,,,"84.8","85.8","87.1",,"86","86"
"Garrett, Stone","656448","NA","7","Left Fielder","187","0","0","0","0","170","0","17","0","187","93.9",,,,,"89.7",,,,"89.6","89.6"
"Luplow, Jordan","656669","NA","7","Left Fielder","61","9","0","0","0","39","3","10","0","52","95.7",,,,,,,,,"90","90"
"Schwarber, Kyle","656941","NA","7","Left Fielder","294","0","0","0","0","294","0","0","0","294","87",,,,,"80.8",,,,"80.8","80.8"
"Olivares, Edward","658668","NA","7","Left Fielder","142","0","0","0","0","136","0","6","0","142","94.5",,,,,"91.3",,,,"91.4","91.4"
"Varsho, Daulton","662139","NA","7","Left Fielder","457","0","0","0","0","290","167","0","0","457","92.7",,,,,"84.4","82.9",,,"83.9","83.9"
"Larnach, Trevor","663616","NA","7","Left Fielder","133","0","0","0","0","90","0","43","0","133","89",,,,,"83.5",,,,"83.2","83.2"
"Happ, Ian","664023","NA","7","Left Fielder","408","0","0","0","0","408","0","0","0","408","92.3",,,,,"85.4",,,,"85.4","85.4"
"Moore, Dylan","664238","NA","7","Left Fielder","140","4","43","2","35","39","4","13","80","56","86.4",,,,,,,,"75.9","83.6","83.6"
"Soto, Juan","665742","NA","7","Left Fielder","308","0","0","0","0","308","0","0","0","308","94.1",,,,,"86",,,,"86","86"
"Cabrera, Oswaldo","665828","NA","7","Left Fielder","272","0","25","49","28","103","0","67","102","170","95.8",,,,,"87.9",,"91.8","81.1","90.2","90.2"
"Jones, Nolan","666134","NA","7","Left Fielder","338","36","0","5","0","186","12","99","5","297","102.7",,,,,"98.7",,"99.1",,"98.9","98.9"
"Alu, Jake","666906","NA","7","Left Fielder","146","0","68","12","0","66","0","0","80","66","89",,,,,"86.7",,,"75.3","86.7","86.7"
"Gurriel Jr., Lourdes","666971","NA","7","Left Fielder","226","2","0","0","0","224","0","0","0","224","96.2",,,,,"88.7",,,,"88.7","88.7"
"Julks, Corey","667452","NA","7","Left Fielder","188","0","0","0","0","186","0","2","0","188","92.6",,,,,"84.9",,,,"84.9","84.9"
"Arozarena, Randy","668227","NA","7","Left Fielder","393","0","0","0","0","393","0","0","0","393","93.3",,,,,"84.3",,,,"84.3","84.3"
"Bleday, JJ","668709","NA","7","Left Fielder","237","0","0","0","0","115","89","33","0","237","94.9",,,,,"89.4","88.7",,,"89.1","89.1"
"Baddoo, Akil","668731","NA","7","Left Fielder","231","0","0","0","0","227","3","1","0","231","95.8",,,,,"85.8",,,,"85.6","85.6"
"Reynolds, Bryan","668804","NA","7","Left Fielder","331","0","0","0","0","302","29","0","0","331","92.7",,,,,"83.8",,,,"83.4","83.4"
"Hays, Austin","669720","NA","7","Left Fielder","384","0","0","0","0","354","16","14","0","384","100.1",,,,,"89.2",,,,"90","90"
"Wallner, Matt","670242","NA","7","Left Fielder","166","0","0","0","0","102","0","64","0","166","102.8",,,,,"96.8",,"98.4",,"97.8","97.8"
"Kelenic, Jarred","672284","NA","7","Left Fielder","309","0","0","0","0","233","20","56","0","309","96.2",,,,,"89.4",,"92.7",,"90.5","90.5"
"Burleson, Alec","676475","NA","7","Left Fielder","218","60","0","0","0","112","0","46","0","158","89.8",,,,,"87.3",,,,"87.9","87.9"
"Pereira, Everson","677592","NA","7","Left Fielder","88","0","0","0","0","88","0","0","0","88","92.2",,,,,"87.9",,,,"87.9","87.9"
"Palacios, Richie","680700","NA","7","Left Fielder","80","0","3","0","0","50","22","5","3","77","88.2",,,,,"85.3",,,,"85.1","85.1"
"Kwan, Steven","680757","NA","7","Left Fielder","563","0","0","0","0","563","0","0","0","563","93.9",,,,,"88.2",,,,"88.2","88.2"
"Canzone, Dominic","686527","NA","7","Left Fielder","100","0","0","0","0","70","0","30","0","100","95.4",,,,,"90",,,,"90.9","90.9"
"Marlowe, Cade","687799","NA","7","Left Fielder","80","0","0","0","0","62","17","1","0","80","85.1",,,,,"80.2",,,,"79.8","79.8"
"Carter, Evan","694497","NA","7","Left Fielder","70","0","0","0","0","54","14","2","0","70","89.8",,,,,"84.3",,,,"84.8","84.8"
"Yoshida, Masataka","807799","NA","7","Left Fielder","278","0","0","0","0","278","0","0","0","278","90.5",,,,,"85.3",,,,"85.3","85.3"
"Ortega, Rafael","542364","NA","8","Center Fielder","112","0","0","0","0","39","65","8","0","112","92.1",,,,,,"87.3",,,"86.9","86.9"
"Hicks, Aaron","543305","NA","8","Center Fielder","231","0","0","0","0","83","111","37","0","231","97",,,,,"92.3","92.3",,,"93","93"
"Marisnick, Jake","545350","NA","8","Center Fielder","72","0","0","0","0","0","71","1","0","72","94.3",,,,,,"90.5",,,"90.5","90.5"
"Trout, Mike","545361","NA","8","Center Fielder","243","0","0","0","0","0","243","0","0","243","93.3",,,,,,"88.4",,,"88.4","88.4"
"Taylor, Michael A.","572191","NA","8","Center Fielder","389","0","0","0","0","0","389","0","0","389","97.9",,,,,,"91.5",,,"91.5","91.5"
"Thompson, Trayce","572204","NA","8","Center Fielder","137","0","0","0","0","32","82","23","0","137","91.9",,,,,,"85.7",,,"84.9","84.9"
"Yastrzemski, Mike","573262","NA","8","Center Fielder","235","0","0","0","0","34","103","98","0","235","92.2",,,,,,"85.8","87.6",,"86.7","86.7"
"Duvall, Adam","594807","NA","8","Center Fielder","225","0","0","0","0","11","170","44","0","225","94.9",,,,,,"88.3",,,"88.6","88.6"
"Kiermaier, Kevin","595281","NA","8","Center Fielder","361","0","0","0","0","0","361","0","0","361","97.9",,,,,,"92.8",,,"92.8","92.8"
"Slater, Austin","596103","NA","8","Center Fielder","140","0","0","0","0","59","71","10","0","140","92.6",,,,,"79.5","87",,,"84.7","84.7"
"Bradley Jr., Jackie","598265","NA","8","Center Fielder","114","0","0","0","0","7","92","15","0","114","98.6",,,,,,"91.5",,,"91.7","91.7"
"Daza, Yonathan","602074","NA","8","Center Fielder","66","0","0","0","0","0","66","0","0","66","95.6",,,,,,"90.9",,,"90.9","90.9"
"Nimmo, Brandon","607043","NA","8","Center Fielder","466","0","0","0","0","36","430","0","0","466","90.6",,,,,,"84",,,"83.7","83.7"
"Phillips, Brett","621433","NA","8","Center Fielder","78","0","0","0","0","1","66","11","0","78","97",,,,,,"91.2",,,"91.7","91.7"
"Margot, Manuel","622534","NA","8","Center Fielder","240","0","0","0","0","0","145","95","0","240","95.8",,,,,,"87.3","85.9",,"87","87"
"Gordon, Nick","624503","NA","8","Center Fielder","90","0","29","0","1","11","49","0","30","60","88.3",,,,,,,,,"85.8","85.8"
"Azócar, José","640492","NA","8","Center Fielder","75","0","0","0","0","8","28","39","0","75","95.9",,,,,,,,,"88.2","88.2"
"Bellinger, Cody","641355","NA","8","Center Fielder","496","232","0","0","0","0","264","0","0","264","102.5","73.1",,,,,"90.5",,,"90.5","90.5"
"Davis, Jonathan","641505","NA","8","Center Fielder","56","0","0","0","0","0","55","1","0","56","86.8",,,,,,"79.1",,,"79.1","79.1"
"Siri, Jose","642350","NA","8","Center Fielder","236","0","0","0","0","0","236","0","0","236","96.9",,,,,,"92.7",,,"92.7","92.7"
"Kiner-Falefa, Isiah","643396","NA","8","Center Fielder","312","0","0","109","8","79","103","13","117","195","91.8",,,"81.4",,"87.9","83.3",,"81.4","85.7","85.7"
"Tauchman, Mike","643565","NA","8","Center Fielder","241","0","0","0","0","8","201","32","0","241","89.7",,,,,,"84.9",,,"85.6","85.6"
"Robles, Victor","645302","NA","8","Center Fielder","127","0","0","0","0","0","127","0","0","127","98.1",,,,,,"93.9",,,"93.9","93.9"
"Hill, Derek","656537","NA","8","Center Fielder","55","0","0","0","0","0","55","0","0","55","90.4",,,,,,"80.8",,,"80.8","80.8"
"Hilliard, Sam","656541","NA","8","Center Fielder","52","0","0","0","0","9","43","0","0","52","92.2",,,,,,,,,"88.4","88.4"
"Mullins, Cedric","656775","NA","8","Center Fielder","311","0","0","0","0","0","311","0","0","311","93.6",,,,,,"85.5",,,"85.5","85.5"
"Nootbaar, Lars","663457","NA","8","Center Fielder","382","0","0","0","0","63","220","99","0","382","97.1",,,,,"90.2","88.3","89.6",,"89.1","89.1"
"McKenna, Ryan","663630","NA","8","Center Fielder","130","0","0","0","0","34","41","55","0","130","94.8",,,,,,,"85.4",,"87.7","87.7"
"Grisham, Trent","663757","NA","8","Center Fielder","311","0","0","0","0","0","311","0","0","311","95.6",,,,,,"84.8",,,"84.8","84.8"
"Bader, Harrison","664056","NA","8","Center Fielder","249","0","0","0","0","0","249","0","0","249","95.8",,,,,,"91.7",,,"91.7","91.7"
"Florial, Estevan","664314","NA","8","Center Fielder","54","0","0","0","0","0","54","0","0","54","91.2",,,,,,"86.8",,,"86.8","86.8"
"Straw, Myles","664702","NA","8","Center Fielder","482","0","0","0","0","0","482","0","0","482","93",,,,,,"86.7",,,"86.7","86.7"
"Isbel, Kyle","664728","NA","8","Center Fielder","270","0","0","0","0","0","270","0","0","270","91.6",,,,,,"84.2",,,"84.2","84.2"
"Pache, Cristian","665506","NA","8","Center Fielder","82","0","0","0","0","37","37","8","0","82","100.9",,,,,,,,,"92.4","92.4"
"Taveras, Leody","665750","NA","8","Center Fielder","456","0","0","0","0","0","456","0","0","456","99.7",,,,,,"92.1",,,"92.1","92.1"
"Chisholm Jr., Jazz","665862","NA","8","Center Fielder","212","0","0","0","0","0","212","0","0","212","93.6",,,,,,"89.2",,,"89.2","89.2"
"Ruiz, Esteury","665923","NA","8","Center Fielder","393","0","0","0","0","31","344","18","0","393","90.9",,,,,,"85.4",,,"85.7","85.7"
"Fletcher, Dominic","666150","NA","8","Center Fielder","101","0","0","0","0","7","55","39","0","101","92",,,,,,"89",,,"87.8","87.8"
"Moniak, Mickey","666160","NA","8","Center Fielder","218","0","0","0","0","35","154","29","0","218","92.3",,,,,,"84.3",,,"84.9","84.9"
"Carlson, Dylan","666185","NA","8","Center Fielder","220","0","0","0","0","9","153","58","0","220","95.1",,,,,,"88.9","91",,"90.3","90.3"
"Myers, Dane","667472","NA","8","Center Fielder","68","0","0","0","0","2","66","0","0","68","95.9",,,,,,"90.6",,,"90.6","90.6"
"Mitchell, Garrett","669003","NA","8","Center Fielder","61","0","0","0","0","0","61","0","0","61","91.2",,,,,,"89.2",,,"89.2","89.2"
"Marsh, Brandon","669016","NA","8","Center Fielder","345","0","0","0","0","41","293","11","0","345","94.2",,,,,,"88.7",,,"88.7","88.7"
"Suwinski, Jack","669261","NA","8","Center Fielder","431","0","0","0","0","27","368","36","0","431","93.2",,,,,,"85.5",,,"85.5","85.5"
"Call, Alex","669743","NA","8","Center Fielder","389","0","0","0","0","76","290","23","0","389","93.7",,,,,"89.3","88.6",,,"88.9","88.9"
"Friedl, TJ","670770","NA","8","Center Fielder","386","0","0","0","0","44","338","4","0","386","91.4",,,,,,"85.8",,,"85.5","85.5"
"Waters, Drew","671221","NA","8","Center Fielder","300","0","0","0","0","3","161","136","0","300","97.4",,,,,,"92.4","91.5",,"92.2","92.2"
"Butler, Lawrence","671732","NA","8","Center Fielder","133","0","0","0","0","0","126","7","0","133","88.3",,,,,,"83.4",,,"83.8","83.8"
"Harris II, Michael","671739","NA","8","Center Fielder","456","0","0","0","0","0","456","0","0","456","98.3",,,,,,"91.1",,,"91.1","91.1"
"Robert Jr., Luis","673357","NA","8","Center Fielder","494","0","0","0","0","0","494","0","0","494","94.4",,,,,,"86.7",,,"86.7","86.7"
"Meyers, Jake","676694","NA","8","Center Fielder","271","0","0","0","0","3","268","0","0","271","97.6",,,,,,"86.1",,,"86","86"
"McCormick, Chas","676801","NA","8","Center Fielder","336","0","0","0","0","133","165","38","0","336","90.1",,,,,"83.7","85.4",,,"85","85"
"Rodríguez, Julio","677594","NA","8","Center Fielder","450","0","0","0","0","0","450","0","0","450","99.7",,,,,,"91.6",,,"91.6","91.6"
"Abreu, Wilyer","677800","NA","8","Center Fielder","66","0","0","0","0","28","36","2","0","66","98.9",,,,,,,,,"94.7","94.7"
"Thomas, Alek","677950","NA","8","Center Fielder","344","0","0","0","0","0","344","0","0","344","93.6",,,,,,"85.3",,,"85.3","85.3"
"Meadows, Parker","678009","NA","8","Center Fielder","106","0","0","0","0","0","106","0","0","106","97.6",,,,,,"89.3",,,"89.3","89.3"
"Rojas, Johan","679032","NA","8","Center Fielder","142","0","0","0","0","0","142","0","0","142","99.5",,,,,,"92.7",,,"92.7","92.7"
"Duran, Jarren","680776","NA","8","Center Fielder","249","0","0","0","0","49","200","0","0","249","91.7",,,,,,"86.9",,,"86.6","86.6"
"Cowser, Colton","681297","NA","8","Center Fielder","65","0","0","0","0","13","35","17","0","65","99.5",,,,,,,,,"91.9","91.9"
"Outman, James","681546","NA","8","Center Fielder","398","0","0","0","0","35","361","2","0","398","99",,,,,,"88.6",,,"89","89"
"Matos, Luis","682641","NA","8","Center Fielder","191","0","0","0","0","20","139","32","0","191","98.3",,,,,,"90.5",,,"90.7","90.7"
"Greene, Riley","682985","NA","8","Center Fielder","247","0","0","0","0","7","224","16","0","247","92.2",,,,,,"86.6",,,"86.3","86.3"
"Frelick, Sal","686217","NA","8","Center Fielder","139","0","0","0","0","0","62","77","0","139","97.2",,,,,,"90.1","90.5",,"90.8","90.8"
"Doyle, Brenton","686668","NA","8","Center Fielder","504","0","0","0","0","0","504","0","0","504","105.7",,,,,,"96.1",,,"96.1","96.1"
"Wiemer, Joey","686894","NA","8","Center Fielder","434","0","0","0","0","1","396","37","0","434","97.8",,,,,,"89.3",,,"89.3","89.3"
"Young, Jacob","696285","NA","8","Center Fielder","130","0","0","0","0","0","130","0","0","130","93.4",,,,,,"87.3",,,"87.3","87.3"
"Marte, Starling","516782","NA","9","Right Fielder","222","0","0","0","0","0","4","218","0","222","95.4",,,,,,,"91.6",,"91.5","91.5"
"Heyward, Jason","518792","NA","9","Right Fielder","246","3","0","0","0","6","52","185","0","243","98.2",,,,,,"85.9","91.6",,"90.7","90.7"
"García, Avisaíl","541645","NA","9","Right Fielder","69","0","0","0","0","14","3","52","0","69","92.7",,,,,,,"88",,"90.1","90.1"
"Springer, George","543807","NA","9","Right Fielder","362","0","0","0","0","0","1","361","0","362","96.8",,,,,,,"87.6",,"87.6","87.6"
"Myers, Wil","571976","NA","9","Right Fielder","111","27","0","0","0","0","0","84","0","84","89.6",,,,,,,"85.8",,"85.8","85.8"
"Bryant, Kris","592178","NA","9","Right Fielder","188","24","0","0","0","0","0","164","0","164","91.8",,,,,,,"87.2",,"87.2","87.2"
"Castellanos, Nick","592206","NA","9","Right Fielder","341","0","0","0","0","0","0","341","0","341","89.3",,,,,,,"83.5",,"83.5","83.5"
"Judge, Aaron","592450","NA","9","Right Fielder","186","0","0","0","0","0","42","144","0","186","96.4",,,,,,,"90.3",,"90.4","90.4"
"Renfroe, Hunter","592669","NA","9","Right Fielder","374","14","0","0","0","0","0","360","0","360","98.5",,,,,,,"91.8",,"91.8","91.8"
"Kepler, Max","596146","NA","9","Right Fielder","361","0","0","0","0","0","0","361","0","361","92.7",,,,,,,"86.9",,"86.9","86.9"
"Betts, Mookie","605141","NA","9","Right Fielder","503","0","256","0","52","0","0","195","308","195","97.2",,"79.3",,,,,"88.1","79.7","88.1","88.1"
"Tapia, Raimel","606132","NA","9","Right Fielder","126","0","0","0","0","44","14","68","0","126","91",,,,,,,"85",,"85.9","85.9"
"Hernández, Teoscar","606192","NA","9","Right Fielder","419","0","0","0","0","0","0","419","0","419","96.1",,,,,,,"89.1",,"89.1","89.1"
"Andujar, Miguel","609280","NA","9","Right Fielder","51","0","0","0","0","2","0","49","0","51","94.9",,,,,,,,,"92","92"
"Cordero, Franchy","614173","NA","9","Right Fielder","60","0","0","0","0","13","0","47","0","60","90.1",,,,,,,,,"86.4","86.4"
"Taylor, Tyrone","621438","NA","9","Right Fielder","197","0","0","0","0","41","21","135","0","197","94.4",,,,,,,"90.5",,"90.4","90.4"
"Stewart, DJ","621466","NA","9","Right Fielder","129","0","0","0","0","6","0","123","0","129","91",,,,,,,"87.8",,"87.8","87.8"
"Santander, Anthony","623993","NA","9","Right Fielder","286","36","0","0","0","6","0","244","0","250","91.2",,,,,,,"86.8",,"86.9","86.9"
"Conforto, Michael","624424","NA","9","Right Fielder","297","0","0","0","0","36","0","261","0","297","91.2",,,,,,,"87.5",,"87.2","87.2"
"Bauers, Jake","641343","NA","9","Right Fielder","186","57","0","0","0","55","0","74","0","129","90.9",,,,,"85.4",,"89",,"87.9","87.9"
"Fraley, Jake","641584","NA","9","Right Fielder","182","0","0","0","0","62","0","120","0","182","92.9",,,,,"87.3",,"90",,"89.1","89.1"
"Palacios, Joshua","641943","NA","9","Right Fielder","166","0","0","0","0","43","20","103","0","166","94.3",,,,,,,"89.3",,"90.8","90.8"
"Thomas, Lane","657041","NA","9","Right Fielder","523","0","0","0","0","0","20","503","0","523","101.6",,,,,,,"93.2",,"93.4","93.4"
"Verdugo, Alex","657077","NA","9","Right Fielder","431","0","0","0","0","0","0","431","0","431","98.1",,,,,,,"92.8",,"92.8","92.8"
"Laureano, Ramón","657656","NA","9","Right Fielder","279","0","0","0","0","0","57","222","0","279","95.5",,,,,,"91.2","90.7",,"90.9","90.9"
"Sheets, Gavin","657757","NA","9","Right Fielder","250","76","0","0","0","12","0","162","0","174","90.8",,,,,,,"87.4",,"87.4","87.4"
"Acuña Jr., Ronald","660670","NA","9","Right Fielder","459","0","0","0","0","0","0","459","0","459","104.1",,,,,,,"95.7",,"95.7","95.7"
"Gonzalez, Oscar","660757","NA","9","Right Fielder","91","0","0","0","0","10","0","81","0","91","99",,,,,,,"94.1",,"94.5","94.5"
"Sánchez, Jesús","660821","NA","9","Right Fielder","283","0","0","0","0","20","18","245","0","283","96.2",,,,,,,"90.8",,"91","91"
"Perkins, Blake","663368","NA","9","Right Fielder","129","0","0","0","0","23","46","60","0","129","95.9",,,,,,,"92.8",,"91.9","91.9"
"Tucker, Kyle","663656","NA","9","Right Fielder","466","0","0","0","0","0","0","466","0","466","92.3",,,,,,,"87.4",,"87.4","87.4"
"Vierling, Matt","663837","NA","9","Right Fielder","409","0","0","93","0","72","78","166","93","316","96.6",,,"86.4",,"87.8","85.7","89.6","86.4","88.5","88.5"
"Brown, Seth","664913","NA","9","Right Fielder","281","49","0","0","0","78","0","154","0","232","86.9",,,,,"81.9",,"82.3",,"82.2","82.2"
"McCarthy, Jake","664983","NA","9","Right Fielder","255","0","0","0","0","0","57","198","0","255","87.1",,,,,,"80.8","80",,"80.2","80.2"
"Tatis Jr., Fernando","665487","NA","9","Right Fielder","289","0","1","0","0","0","3","285","1","288","102.1",,,,,,,"96.7",,"96.7","96.7"
"Lowe, Josh","666139","NA","9","Right Fielder","283","0","0","0","0","5","30","248","0","283","95",,,,,,,"86.9",,"86.6","86.6"
"Benson, Will","666181","NA","9","Right Fielder","210","0","0","0","0","103","8","99","0","210","94.4",,,,,"85.2",,"89",,"87.4","87.4"
"García, Adolis","666969","NA","9","Right Fielder","406","0","0","0","0","0","24","382","0","406","100.3",,,,,,,"93",,"93","93"
"Capel, Conner","668843","NA","9","Right Fielder","69","0","0","0","0","27","0","42","0","69","94.4",,,,,,,,,"92.2","92.2"
"Melendez, MJ","669004","NA","9","Right Fielder","376","0","0","0","0","164","0","212","0","376","97.4",,,,,"92.7",,"91.6",,"92.2","92.2"
"Raley, Luke","670042","NA","9","Right Fielder","282","101","0","0","0","48","20","113","0","181","94.9","61.1",,,,,,"91.1",,"91.3","91.3"
"Suzuki, Seiya","673548","NA","9","Right Fielder","340","0","0","0","0","0","0","340","0","340","97.4",,,,,,,"91",,"91","91"
"Velázquez, Nelson","676369","NA","9","Right Fielder","93","0","0","0","0","21","10","62","0","93","90.1",,,,,,,"84",,"84.5","84.5"
"Blanco, Dairon","680118","NA","9","Right Fielder","142","0","0","0","0","62","32","48","0","142","91.8",,,,,"83.3",,,,"86.2","86.2"
"Davis, Henry","680779","NA","9","Right Fielder","124","0","0","0","0","0","0","124","0","124","100.1",,,,,,,"95",,"95","95"
"Carpenter, Kerry","681481","NA","9","Right Fielder","203","0","0","0","0","19","0","184","0","203","94.9",,,,,,,"90.3",,"90.4","90.4"
"Carroll, Corbin","682998","NA","9","Right Fielder","423","0","0","0","0","164","106","153","0","423","88.3",,,,,"80.2","83.8","84.8",,"83.2","83.2"
"Brennan, Will","686823","NA","9","Right Fielder","302","0","0","0","0","20","32","250","0","302","92.7",,,,,,,"89.4",,"89.1","89.1"
"Walker, Jordan","691023","NA","9","Right Fielder","346","0","0","0","0","75","0","271","0","346","100.2",,,,,"93",,"93.7",,"93.8","93.8"
"Colás, Oscar","693049","NA","9","Right Fielder","233","0","0","0","0","0","24","209","0","233","100.9",,,,,,,"93.7",,"93.2","93.2"
"Blackmon, Charlie","453568","NA","10","Designated Hitter","89","0","0","0","0","0","0","89","0","89","93",,,,,,,"89.9",,"89.9","89.9"
